,COD_HECHO,DEP,MUN,CODMUN,FECHA,REVIEW,NOMBREDEP,NOMBREMUN,CODDEP,CODRegion,longitude,latitude,REVIEW_mundep,CODDEPAL,CODDEPALlist,CODDEPALlist2
1661,33957,NARIÑO,RICAURTE,52612,10/01/2019,segun reportado medios comunicacion dia enero informaron pasado jueves asesinado leonardo nastacuas rodriguez perteneciente comunidad indigena awa municipio ricaurte hecho registro pasado jueves enero zona rural municipio ricaurte,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,ricaurte zona ricaurte,Nariño,['nario'],['nario']
1662,34160,NARIÑO,RICAURTE,52612,11/02/2019,comunicado alerta organismos derechos humanos nacionales internacionales unidad indigena pueblo awa unipa advierte comenzo arremetidas distintos resguardos ricaurte barbacoas tumaco vez mas demuestran proyecto maquiavelico arrasar comunidad considerada riesgo extincion actos ponen peligro amenazan vidas accionar grupos armados legales ilegales convertido cotidiano habitamos territorio ancestral nkal awa medir acciones violan derecho internacional humanitario derechos humanos tratados internacionales protegen,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,pueblo ricaurte barbacoas tumaco,Nariño,['nario'],['nario']
1663,34585,NARIÑO,RICAURTE,52612,23/03/2019,autoridades departamento nario confirmaron presento nueva explosion pocos minutos cabecera municipal ricaurte oleoducto trasandino compaia ecopetrol denuncio trato atentado infraestructura inmediaciones vereda san francisco parte grupos armados ilegales aun sido identificados luego situacion ejercito inicio investigaciones determinar causas responsables hecho tambien mientras realizan patrullajes descartar presencia explosivos sector,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,nario nueva ricaurte san francisco,Nariño,['nario'],['nario']
1664,35159,NARIÑO,RICAURTE,52612,15/05/2019,lideres organizacion indigena onic rechazaron amenazas pueblo awa sealan pasquin aparecio territorio indigena encuentran asentadas comunidades integran camawari amenazan muerte parrafos panfleto lee comportamiento actitudes ciertos lideres sociales indigenas gobernadores guardias coordinadores directiva solo estan prestando servicio innecesario comunidades indigenas hacemos primer llamado asociacion camawari haga cargo asuntos organizacion mas meta hacer control territorios andamos onic rechazo amenazas grupos margen ley disidencias grupos organizados delinquen territorios,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,pueblo meta,Nariño,['nario'],['nario']
1665,35382,NARIÑO,RICAURTE,52612,5/06/2019,oportuna intervencion fuerza publica frustro atentado terrorista guerrilleros eln tenian planeado cometer piedemonte costero nario fuentes oficiales manifestaron inmediata intervencion compaias vigesima tercera brigada ejercito permitio destruccion deposito ilegal alzados armas habian escondido mas kilos explosivos ademas argumentaron rapida reaccion oportuno despliegue tropas grupo caballeria mecanizado n general jose maria cabal localizo destruyo zona rural municipio ricaurte escondite,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,nario escondido jose maria cabal zona ricaurte,Nariño,['nario'],['nario']
1666,35604,NARIÑO,RICAURTE,52612,22/06/2019,tropas ejercito lograron captura flagrancia sujeto transportaba automotor mas kilogramos estupefacientes ademas incautado dinero efectivo via ricaurte conduce hacia municipio altaquer departamento nario soldados grupo caballeria mecanizado n llegaron vereda encillada municipio ricaurte mediante instalacion puesto adelanto inspeccion vehiculo tipo camioneta transportaba kilogramos clorhidrato cocaina psicotropico parecer perteneceria grupo armado organizado gao eln frente comuneros sur directamente compaia jaime too obando pretendia intercambiar narcotico armas corto largo alcance,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,ricaurte nario ricaurte sur obando,Nariño,['nario'],['nario']
1667,35612,NARIÑO,RICAURTE,52612,24/06/2019,senador partido farc pablo catatumbo denuncio cuenta twitter asesinato municipio ricaurte nario servio delio causaluzan guanga integrante extinta guerrilla encontraba proceso reincorporacion,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,pablo ricaurte nario,Nariño,['nario'],['nario']
1668,35855,NARIÑO,RICAURTE,52612,15/07/2019,comandante encargado policia transito transporte capitan carlos diaz informo via pasto conduce tumaco encuentra cerrada flujo vehicular madrugada lunes atravesado automovil color blanco puertas marcaron letreros ejercito liberacion eln autoridades indagan si interior tendria explosivos autoridades confirmaron departamento nario encuentra hora incomunicado via terrestre costa pacifica departamento putumayo,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,carlos pasto tumaco nario putumayo,Nariño,['nario'],['nario']
1669,35861,NARIÑO,RICAURTE,52612,15/07/2019,circula panfleto redes sociales eln atribuye bloqueo via mar ademas da cuenta aniversario lucha resistencia armada declara paro armado principales carreteras suroccidente colombiano partir julio mismo mes,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,,Nariño,['nario'],['nario']
1670,35866,NARIÑO,RICAURTE,52612,16/07/2019,labores seguimiento inteligencia permitieron autoridades captura cuatro hombres nombre disidencias farc intimidaban comunidad repartian panfletos alusivos reducto organizacion armada margen ley delinque piedemonte costa pacifica nariense voceros oficiales comando policia nario revelaron ubicacion sealados produjo marco operacion construyendo seguridad aseguraron lugar municipio ricaurte,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,nario ricaurte,Nariño,['nario'],['nario']
1671,36634,NARIÑO,RICAURTE,52612,19/09/2019,diligencias registro allanamiento personal adscrito sijin policia capturo flagrancia dos sindicados incautaron mas kilo base coca,Nariño,Ricaurte,52,Pacifico,-77.9960713,1.213145848,,Nariño,['nario'],['nario']
1672,33961,ANTIOQUIA,ARGELIA,5055,19/01/2019,pasado sabado enero arma fuego asesinado wilmar dario jimenez vera resultando heridos accion dos hombres mas edilson jimenez vera hermano occiso fabio isaza enero presento homicidio hechos ocurrieron casco urbano municipio argelia ubicado subregion oriente departamentose conocio occiso wilmar dario jimenez capturado pasado microtrafico parecer ataque estaria relacionado banda pachelly manejan microtrafico argelia hipotetiza debio wilson estaria trabajando lineamientos grupo ilegalse desconoce si conexion homicidio sabado lunesmadre familiares wilson jimenez manifestaron personeria recibiendo amenazas consecuencia familias correspondientes personas desplazaron llegaron ayer ciudad medellin bus contratado alcaldia argelia,Antioquia,Argelia,5,Andina,-75.14274246,5.731507552,argelia argelia ciudad medellin argelia,Antioquia,['antioquia'],['antioquia']
1673,33965,CAQUETA,FLORENCIA,18001,24/01/2019,presunta amenaza recibio gremio trasporte llamado paro enero eduardo silva vocero gremio manifesto luego informaramos acerca huelga trasporte recibimos mensajes preocupantes silva sealo contenido manera directa llegaron cada personas estan trabajando mejorar sector trasporte comento luego pasado enero gremio anuncio irian paro dia siguiente llego amenaza telefono personal contenia texto bastante fuerte amenaza expreso mensaje venian escritos nombres cada reinel lucero isaia eduardo carlos metan brutos dejenos trabajar sino respondemos muerte hp contenido texto vocero gremio transporte dijo tomaron medidas correspondientes avisaron gaula policia fiscalia hizo documento solicitaban medidas necesarias proteger vida cada conductores mensaje aterrador indico silva situacion incomoda transportadores reitero estan solicitando haga investigacion exhausta amenaza continuan alertas esperando suceda lamentar asimismo reseo cada conductor vehiculo presta servicio publico depende trabajo llevar sustento familia pidio apoyo autoridades competentes,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,eduardo fuerte eduardo carlos,Caquetá,['caqueta'],['caqueta']
1674,34052,CAQUETA,FLORENCIA,18001,31/01/2019,departamento caqueta regiones pais mas afectadas conflicto armado decadas desato guerra ocasionandole muerte miles personas inocentes tambien dejando mujeres viudas nios huerfanos principales consecuencias dejado violencia region duda alguna zonas mas afectadas cuenta cantidad victimas conflicto dejado guerra conformado diferentes instituciones entidades organizaciones atender aquellas personas aun sido reparadas razon cuenta afectaciones visto departamento unidad investigacion acusacion jurisdiccion especial paz jep cabeza director giovanni alvarez llegara capital caquetea brindar atencion victimas conflicto armado obedecio estudio hizo interior unidad investigacion acusacion supuesto jurisdiccion especial paz cuenta lugares conflicto mas cruel mas sealo funcionario,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,caqueta paz paz,Caquetá,['caqueta'],['caqueta']
1675,34117,CAQUETA,FLORENCIA,18001,7/02/2019,caqueta busca hernan dario velasquez saldarriaga paisa rio tierra comision unidad investigacion acusacion uia fiscalia jurisdiccion especial paz jep buscarlo miravalle espacio territorial capacitacion normalizacion velasquez dejo pasado objetivo sera realizar entrevistas recaudar informacion permitan determinar desplazamientos lugares ubicacion conocidos exjefe farc sealo giovanni alvarez santoyo director uia si comision encuentra paisa dijo alvarez aprehendera sino verificara actividades haciendo si cumpliendo obligaciones adquiridas tras desmovilizacion pesar excomandante guerrillero da cara jep julio pasado llamado comparecer caso secuestro jurisdiccion aun tomado decision incidente verificacion cumplimiento abierto octubre pasado proceso jep determina si compareciente cumple regimen condicionalidad consiste decir verdad reparar victimas volver delinquir,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,caqueta rio paz,Caquetá,['caqueta'],['caqueta']
1676,34127,CAQUETA,FLORENCIA,18001,8/02/2019,tropas batallon infanteria heroes guepi decima segunda brigada ejercito ejecucion plan campaa militar bicentenario libertad propinaron duro golpe poder criminal grupo armado organizado residual estructura delinque departamento caqueta trata ubicacion amplio deposito ilegal hallaron aproximadamente cartuchos calibre milimetros usados reserva estructura,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,caqueta,Caquetá,['caqueta'],['caqueta']
1677,34225,CAQUETA,FLORENCIA,18001,18/02/2019,captura cuatro disidentes hacian parte estructuras exjefe farc cabecilla disidencias edgar mesias salgado aragon rodrigo cadete arroja resultado operaciones ejercito realizo caqueta limites departamentos meta guaviare,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,caqueta meta guaviare,Caquetá,['caqueta'],['caqueta']
1678,34282,CAQUETA,FLORENCIA,18001,23/02/2019,operativos adelantados tropas novena brigada traves batallones alta montaa n infanteria n n cacique pigoanza magdalena artilleria n tenerife corrido erradicado hectareas cultivos ilicitos parecer sido sembrados grupos armados organizados zona rural departamentos caqueta putumayo segun estadisticas entregadas unidades militares zona rural putumayo departamento mas realizado labores erradicacion parte tropas fecha hectareas entregado libres presencia cultivos ilicito seguido zona rural caqueta hectareas operacion ejercito zonas pais afecta directamente finanzas grupos armados organizados sustentan accionar delictivo negocio narcotrafico,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,montaa magdalena tenerife zona caqueta putumayo zona putumayo zona caqueta,Caquetá,['caqueta'],['caqueta']
1679,34590,CAQUETA,FLORENCIA,18001,23/03/2019,prision presuntos asesinos psicologa lider social sujetos identificados carlos alberto bermudez chates alias tin jaime ospina bolaos alias mono cesar augusto perez ramirez alias cesar fernando ospina bolaos alias fercho luis miguel lemus bolaos alias miguel aunque ninguno capturados acepto acusaciones dentro cargos sido imputados parte fiscalia homicidio agravado concurso homogeneo heterogeneo punibles concierto delinquir agravado fines secuestro hurto calificado circunstancias agravacion punitiva secuestro circunstancias atenuacion fabricacion trafico porte armas fuego uso menores comision delitos,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,carlos alberto ospina cesar cesar fernando ospina luis miguel miguel,Caquetá,['caqueta'],['caqueta']
1680,34762,CAQUETA,FLORENCIA,18001,7/04/2019,constantes amenazas varios diputados departamento caqueta denunciadas corporado giovanni martinez inicios semana segun denuncia problematica viene presentando hace varios meses atras sustentaron integrantes asamblea caqueta hicieron denuncia medio reunion adelanto comandante policia delegados unidad proteccion giovanni martinez nieto diputado partido u dijo cita unp comprometio diputados departamento avanzar agilizar estudios riesgo cada integrantes asamblea departamental manera acuerdo resultados arrojados adoptara esquemas seguridad individuales salvaguardar integridad parte diputado manifesto aunque autoria intimidaciones desconocida afectados autoridades descarta comun mismas provengan disidencias delincuencia comun aprovechan espacios sembrar silencio violento intentar callar gestiones realiza corporacion,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,caqueta caqueta medio,Caquetá,['caqueta'],['caqueta']
1681,34865,CAQUETA,FLORENCIA,18001,17/04/2019,desarrollo operaciones ofensivas fuerzas militares policia lograron captura james parecer cabecilla comision armada gaor zona rural caqueta alias james presume estaria encargado conseguir armamento estructura reclutar campesinos menores edad coordinar transporte pasta base coca caqueta putumayo realizar cobros extorsivos campesinos adelantar inteligencia delictiva tropas ejecutar asesinatos selectivos sur cartagena chaira desarrollo operacion incautados siete fusiles proveedores cartuchos granada material intendencia comunicaciones perteneciente cuatro personas demas huyeron sentir presion tropa,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,zona caqueta caqueta putumayo sur cartagena chaira granada,Caquetá,['caqueta'],['caqueta']
1682,34907,CAQUETA,FLORENCIA,18001,23/04/2019,medida carcelaria quedo hombre tenia bajo mando personal dedicaba homicidios selectivos zonas rural urbana municipio tumaco ciudades pais ademas integrante organizacion delincuencial contadores captura cortes angulo materializada funcionarios policia judicial sijin barrio juan xxiii florencia ser sealado presunto integrante organizacion delincuencial conocida contadores delinque municipios costa nariense,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,bajo tumaco juan florencia,Caquetá,['caqueta'],['caqueta']
1683,35040,CAQUETA,FLORENCIA,18001,4/05/2019,zonas reserva campesina sido maltratadas aos hoy dia suelto paisa cada sacan marchar expreso burgomaestre humberto sanchez cedeo sanchez hablo asi taller construyendo pais presidente ivan duque reitero orden dio fuerzas militares policia hacer efectiva captura hernan dario velasquez excomandante columna teofilo forero extintas farc paisa tendra esconderse bien vamos buscar vamos llevar autoridades responda crimenes cometido sentencio federico montes coordinador espacio territorial agua bonita caqueta afirmo partir captura santrich partir asalto hizo ejercito manera inconsulta casa vivia paisa denunciado comision paz camara representantes velasquez decidio presentarse jep,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,agua caqueta paz,Caquetá,['caqueta'],['caqueta']
1684,35066,CAQUETA,FLORENCIA,18001,6/05/2019,controles realizados terminal transportes florencia logro captura persona identificada jesus abel tovar hidalgo aos presuntamente hallo interior pertenencias cinco paquetes cuadrados cuales pretendia transportar interior pais bus intermunicipal bajo modalidad encomienda inmediatamente hallado sustancia estupefaciente funcionarios seccional transito transportes caqueta procedieron trasladarlo instalaciones comando departamento policia caqueta fin realizar prueba pericial sustancia luego ser analizada peritos piph arrojo resultado positivo cannabis derivados peso bruto gramos,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,florencia jesus bajo caqueta caqueta,Caquetá,['caqueta'],['caqueta']
1685,35227,CAQUETA,FLORENCIA,18001,22/05/2019,labores investigativas seguimiento informacion suministrada fuente humana pone evidencia diferentes rutas modalidades utilizadas transporte estupefacientes vienen siendo ejecutadas trabajo conjunto sijin cti caqueta permitio lograr captura seor alirio sanchez santofimio aos ser requerido terminal transportes ciudad florencia hallo poder gramos cocaina,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,fuente caqueta ciudad florencia,Caquetá,['caqueta'],['caqueta']
1686,35424,CAQUETA,FLORENCIA,18001,8/06/2019,alertan presencia cartel sinaloa caqueta peticion fiscalia policia fuerzas militares investigacion urgente hizo comision derechos humanos camara representantes denuncia hecha defensor pueblo carlos alfonso negret presencia mexicanos miembros cartel sinaloa departamento caqueta preocupa extorsion retenes ilegales reclutamiento menores caqueta asi negocio narcotrafico crecimiento disidencias presencia cartel sinaloa departamento dijo negret pasado jueves audiencia publica hacer forma virtual aeropuerto benito salas ciudad neiva imposibilidad llegar florencia situacion climatica evento organizado comision derechos humanos congreso republica representante partido liberal harry gonzalez considero grave denuncia defensor pueblo carlos negret hecho grave denuncia actores narcotrafico mexicanos cartel sinaloa haciendo presencia departamento caqueta genera alerta urgente fiscalia policia fuerza publica denuncia quede simple comentario denuncia grave declaro congresista liberal,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,caqueta pueblo carlos caqueta caqueta benito ciudad neiva florencia gonzalez pueblo carlos caqueta,Caquetá,['caqueta'],['caqueta']
1687,35784,CAQUETA,FLORENCIA,18001,8/07/2019,dos nios escuela alto orteguaza sede quebradon victimas esquirlas quese encontraba bolsa nios trasladados hospital municipio garzon huila fueronestabilizados heridas esquilar elementos,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,alto garzon huila,Caquetá,['caqueta'],['caqueta']
1688,36154,CAQUETA,FLORENCIA,18001,9/08/2019,joaquin ernesto ortiz fiscal septimo florencia salio ciudad junto familia segun conto paquete dejado frente vivienda interior habia panfleto intimidante obligaba irse proteger vida familia,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,joaquin florencia ciudad,Caquetá,['caqueta'],['caqueta']
1689,36347,CAQUETA,FLORENCIA,18001,27/08/2019,policia logro captura flagrancia persona aos recibio suma millones pesos momentos cuales realizaba exigencia economica ciudadano registro hallado poder agenda informacion talonario recibos recibo letra imprenta membretado alusivo frente primero farcep armando rios recibo sello tinta negra entregando victima,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,,Caquetá,['caqueta'],['caqueta']
1690,36373,CAQUETA,FLORENCIA,18001,29/08/2019,ejercito grupo operativo investigacion criminal logro captura seor jarvy leonel arroyo conde buscado ser miembro activo autodefensas gaitanistas clan golfo conocidas regiones pais,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,,Caquetá,['caqueta'],['caqueta']
1691,36419,CAQUETA,FLORENCIA,18001,2/09/2019,soldado profesional hugo valdes desplazaba unas cuadras casa interceptado desconocido propino cuatro impactos arma fuego remitido clinica estable,Caquetá,Florencia,18,Amazonia,-75.59669379,1.6120543180000002,,Caquetá,['caqueta'],['caqueta']
1692,33968,NORTE_DE_SANTANDER,EL_TARRA,54250,23/01/2019,casco urbano tarra detenido hombre fabricacion trafico porte armas detencion dio medio operacion conjunta policia ejercito autoridades aseguraron sujeto capturado flagrancia encontraba establecimiento publico registraron lugar encontraron pistola pietro beretta calibre milimetros pistola glock milimetros pistola glock milimetros cartuchos milimetros cuatro cartuchos milimetros tres proveedores tras captura incautaron material guerra,Norte de Santander,El Tarra,54,Andina,-73.09964158,8.571725051,tarra medio,Norte de Santander,['nortedesantander'],['nortedesantander']
1693,33982,NORTE_DE_SANTANDER,EL_TARRA,54250,25/01/2019,ejercito indico efectivamente presentaron combates presuntos miembros eln vereda primavera personeria municipal indica visita enero zona recibio quejas ejercito afectaciones viviendas informacion presidente junta accion comunal primavera sr pablo enrique contreras totalidad comunidad retorno hogares,Norte de Santander,El Tarra,54,Andina,-73.09964158,8.571725051,primavera zona primavera pablo retorno,Norte de Santander,['nortedesantander'],['nortedesantander']
1694,34233,NORTE_DE_SANTANDER,EL_TARRA,54250,18/02/2019,sistema alertas tempranas defensoria pueblo emitio alerta temprana tarra departamento norte santander mediante monitoreo seguimiento realiza defensoria pueblo traves sistema alertas tempranas diferentes escenarios riesgo subregion catatumbo procura advertir amenazas riesgos violaciones derechos humanos infracciones derecho internacional humanitario municipio tarra presenta siguiente escenario riesgo igual demas municipios componen subregion tarra encuentra inmerso confrontacion violenta libran pasado marzo guerrillas ejercito liberacion eln faccion ejercito popular liberacion epl hacerse control territorial ello usufructo economias ilicitas circundan areas igual forma fortalecen grupos declarado disidencia farc ep tiempo desarrolla ofensiva militar parte fuerza publica aras retomar control region catatumbo,Norte de Santander,El Tarra,54,Andina,-73.09964158,8.571725051,pueblo tarra norte santander pueblo tarra tarra,Norte de Santander,['nortedesantander'],['nortedesantander']
1695,34564,NORTE_DE_SANTANDER,EL_TARRA,54250,20/03/2019,madrugada miercoles tropas batallon especial energetico vial n atacadas cilindros bombas adelantaban labores vigilancia control tramo oleoducto cao limon coveas ubicado vereda kilometro zona rural municipio tarra saldo dejo militar muerto cuatro mas heridos,Norte de Santander,El Tarra,54,Andina,-73.09964158,8.571725051,coveas zona tarra,Norte de Santander,['nortedesantander'],['nortedesantander']
1696,34996,NORTE_DE_SANTANDER,EL_TARRA,54250,1/05/2019,base militar bella vista ubicada municipio tarra hostigada explosivos disparos noche miercoles dejando saldo efecto herido informacion preliminar indica hombres armados arrojaron tatucos bomba arremetieron armas fuego desatando clima temor comunidad,Norte de Santander,El Tarra,54,Andina,-73.09964158,8.571725051,tarra,Norte de Santander,['nortedesantander'],['nortedesantander']
1697,35318,NORTE_DE_SANTANDER,EL_TARRA,54250,28/05/2019,primera operacion realizada vereda motilandia jurisdiccion municipio tarra uniformados batallon especial energetico vial n hallaron escondidos maleza dos artefactos explosivos improvisados cuales encontraban acondicionados sistema activacion cable mando acuerdo investigaciones adelantadas serian accionados miembros ejercito hacen presencia zona,Norte de Santander,El Tarra,54,Andina,-73.09964158,8.571725051,tarra zona,Norte de Santander,['nortedesantander'],['nortedesantander']
1698,35744,NORTE_DE_SANTANDER,EL_TARRA,54250,5/07/2019,continua escalada violencia terror sigue deteriorando panorama seguridad once municipios subregion catatumbo norte santander autoridades reportaron ultimas horas afectacion artefacto explosivo puente vehicular frustracion atentado cilindro bomba robo camion aparicion banderas alusivas organizacion guerrillera parques localidades ubicadas zona frontera venezuela,Norte de Santander,El Tarra,54,Andina,-73.09964158,8.571725051,norte santander puente zona,Norte de Santander,['nortedesantander'],['nortedesantander']
1699,33970,VAUPES,MITU,97001,23/01/2019,accion militar desarrollada tropas batallon infanteria n general alfredo vasquez cobo sector puerto paloma zona rural municipio mitu permitio localizar fusil cinco proveedores cartuchos dos granadas soldados trigesima brigada cuarta division continuan operaciones militares region pais salvaguardando integridad bienes poblacion civil,Vaupés,Mitú,97,Amazonia,-70.23362305,1.254060702,puerto zona mitu,Vaupés,['vaupes'],['vaupes']
1700,33983,VAUPES,MITU,97001,27/01/2019,marco plan bicentenario heroes libertad mediante labores inteligencia soldados trigesima primera brigada cuarta division dieron muerte desarrollo operacion militar alias gabriel indio cabecilla comision suplente mayor gaor cabecilla delinquia riberas rios itilla unilla vaupes alias gabriel indio llevaba aos interior grupo armado venia realizando recuperacion areas base norte departamento vaupes sujeto tenia conocimiento manejo explosivos fuerzas especiales francotirador,Vaupés,Mitú,97,Amazonia,-70.23362305,1.254060702,vaupes norte vaupes,Vaupés,['vaupes'],['vaupes']
1701,34145,VAUPES,MITU,97001,9/02/2019,artefactos tipo minas antipersonal compuestas pentolita cordon detonante azul metralla desarrollo operaciones militares adelantadas tropas trigesima primera brigada jurisdiccion comunidad indigena mitu cachivera asentada municipio mitu hallaron dos artefactos explosivos destruccion dos minas antipersonal sembradas integrantes gaor estructura realizo siguiendo protocolos establecidos grupo exde unidad oportuna neutralizacion minas antipersonal permite salvaguardar vida honra comunidades especial proteccion,Vaupés,Mitú,97,Amazonia,-70.23362305,1.254060702,minas mitu mitu minas minas,Vaupés,['vaupes'],['vaupes']
1702,34373,VAUPES,MITU,97001,3/03/2019,emerson castro corresponsal radio mitu vaupes denuncio amenazas muerte situacion puso conocimiento fiscalia general nacion dialogo rcn radio comunicador indico hace habia vivido primera amenaza muerte tres sujetos desconocidos abordaron intimidaron parecer intimidaciones estarian relacionadas varios articulos escribio periodico independiente temas microtrafico consumo sustancias psicoactivas mitu,Vaupés,Mitú,97,Amazonia,-70.23362305,1.254060702,mitu vaupes mitu,Vaupés,['vaupes'],['vaupes']
1703,33971,CASANARE,YOPAL,85001,24/01/2019,incrementan medidas seguridad posibles atentados eln radiograma ejercito alerta necesidad incrementar seguridad inteligencia yopal posibles atentados puedan presentarse parte grupo insurgente eln filtro medios comunicacion nota interna centro integrado informacion inteligencia militar operacional numero seala grupo armado eln pretendia efectuar accion terrorista instalaciones fiscalia fuerza aerea casco urbano yopal mediante modalidad adecuacion vehiculo explosivos documento militar advierte adelantar medidas disuasivas desarrollar controles fortalecer dispositivo tropas fin neutralizar intenciones terroristas,Casanare,Yopal,85,Orinoquia,-72.39683123,5.321421802,yopal yopal,Casanare,['casanare'],['casanare']
1704,34321,CASANARE,YOPAL,85001,27/02/2019,operativo cargo policia intercepto camion cargamento kilos marihuana avaluada millones pesos proveniente ciudad villavicencio destino ciudad yopal,Casanare,Yopal,85,Orinoquia,-72.39683123,5.321421802,ciudad villavicencio ciudad yopal,Casanare,['casanare'],['casanare']
1705,34342,CASANARE,YOPAL,85001,1/03/2019,mediante desarrollo operaciones militares adelantadas ejercito departamento casanare coordinacion fiscalia general nacion logro captura orden judicial persona sindicada delitos homicidio agravado porte ilegal armas concierto delinquir segun informacion recopilada investigadores sujeto haria parte grupo delincuencia organizada garbanzos aos anteriores sembraron terror norte casanare ejecutando acciones delictivas amenazas extorsiones,Casanare,Yopal,85,Orinoquia,-72.39683123,5.321421802,casanare norte casanare,Casanare,['casanare'],['casanare']
1706,34442,CASANARE,YOPAL,85001,8/03/2019,bajo amenazas debio salir desplazada guaviare comunidad indigena nasa kiwe fxiw asentada vereda calceta yopal denunciaron dos oportunidades sujetos encapuchados armas fuego ingresaron abruptamente asentamiento encontraban hace mas aos amenazaron muerte personas conforman comunidad decidieron abandonar predio defensora pueblo diana puentes confirmo habia amenazas lider wilmer alfaro tenia proteccion parte unidad proteccion ultima semana presencia hombres armados considerada atentado comunidad conmocion colectiva tomaron decision dejar departamento,Casanare,Yopal,85,Orinoquia,-72.39683123,5.321421802,bajo guaviare yopal pueblo,Casanare,['casanare'],['casanare']
1707,34445,CASANARE,YOPAL,85001,8/03/2019,ultimas horas allanamiento inmueble yopal reporto captura mediante orden judicial alias oscar presunto integrante eln aos oriundo sogamoso incauto rpg lanza misil revolver calibre mm escopeta calibre mm segun labores inteligencia alias oscar perteneceria redes apoyo frente jose david suarez eln,Casanare,Yopal,85,Orinoquia,-72.39683123,5.321421802,yopal sogamoso jose suarez,Casanare,['casanare'],['casanare']
1708,35631,CASANARE,YOPAL,85001,26/06/2019,unidades sijin capturaron cinco integrantes banda denominada muleros reconocidos distribuidores estupefacientes,Casanare,Yopal,85,Orinoquia,-72.39683123,5.321421802,,Casanare,['casanare'],['casanare']
1709,36065,CASANARE,YOPAL,85001,1/08/2019,operacionadelantada sijin policia casanare capturados integrantes labanda delincuencial delfines dedicada comercio estupefacientes yopal entrelos capturados hombres mujer edades aos todospresentaban anotaciones previas sistema penal oral acusatorio spoa delitos comohurto calificado violencia intrafamiliar lesiones personales,Casanare,Yopal,85,Orinoquia,-72.39683123,5.321421802,casanare yopal,Casanare,['casanare'],['casanare']
1710,33974,CAUCA,PAEZ,19517,24/01/2019,disidencias estarian hostigando indigenas cauca disidencias estarian hostigando indigenas cauca aida quilcue fenomeno viene presentando pasado sur municipio paez presencia fuerte autodenominan manera asesinatos ejemplo zona rio chiquito asesinatos belalcazar canelo tambien territorios indigenas transito camionetas amenazas hostigamientos razon autoridades indigenas tomaron decision empezar hacer control social territorial ejemplo caso resguardo lame capturaron si mal cinco disidentes autodenominados asi comprobaron distintos actos delictivos tambien situaciones complejas pasaron territorio tambien autoridades dieron sentencia condenatoria hoy encuentran carcel san isidro ocurrio solamente semana pasada,Cauca,Paez,19,Pacifico,-75.97240907,2.645087449,cauca cauca sur paez fuerte zona rio belalcazar san,Cauca,['cauca'],['cauca']
1711,36324,CAUCA,PAEZ,19517,25/08/2019,camion empresa colgas movilizaba zona rural municipio paez interceptado sujetos armados obligaron conductor ayudante detener marcha luego intimidar ocupantes via mosocobelalcazar sujetos vestian prendas uso militar portaban armas fuego procedieron robarse bombonas gas transportaban menos unidades,Cauca,Paez,19,Pacifico,-75.97240907,2.645087449,zona paez,Cauca,['cauca'],['cauca']
1712,36567,CAUCA,PAEZ,19517,13/09/2019,area derechos humanos consejo regional indigena cauca cric denuncio asesinato integrante comunidades vez zona rural municipio paez oriente departamento segun autoridades tradicionales hechos presentaron resguardo vitonco ciudadano identificado henry cayuy atacado delante esposa hijo dos sujetos movilizaban motocicleta segun joe sauca coordinador derechos humanos cric caso investigado autoridades zona dar paradero responsables,Cauca,Paez,19,Pacifico,-75.97240907,2.645087449,cauca zona paez zona,Cauca,['cauca'],['cauca']
