CODIGO,DEPARTAMENTO_HECHO,MUNICIPIO_HECHO,COD_DANE,PDET_ETCR,FECHA_EVENTO,MES_HECHO,ANNO_HECHO,TIPO_EVENTO,SUB_TIPO_EVENTO,PRESUNTO_AUTOR ,DESCRIPCION_PRELIMINAR,FUENTE,CATEGORIA_EVENTO
35048,MAGDALENA,SANTA_MARTA,47001,PDET,6/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"Operativos desarrollados casi que, de manera simultánea por personal de la Policía Metropolitana en Santa Marta, permitieron la captura de dos hombres quienes fueron sorprendidos con armas de fuego sin la debida documentación que acreditara su legalidad para el porte o tenencia",EL INFORMADOR,ACCIONES_INSTITUCIONALES
35049,NARIÑO,PASTO,52001,0,6/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"En una oportuna reacción de la Policía Metropolitana de Pasto se logró la captura de un hombre y una mujer, al parecer estudiantes universitarios, momentos cuando al parecer pretendían comercializar estupefacientes en inmediaciones del Parque Infantil, ubicado en el barrio Las Cuadras. “Este sector, que cuenta además con varios puestos móviles de comidas rápidas y algunos establecimientos nocturnos, es frecuentado por muchas personas, especialmente por niños, jóvenes y adultos. Además, se presta para la venta de drogas, lo que genera inseguridad”, expresaron las autoridades.",DIARIO DEL SUR,ACCIONES_INSTITUCIONALES
35050,PUTUMAYO,PUERTO_ASIS,86568,ETCR - PDET,6/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"Tropas de la Armada de Colombia en operaciones conjuntas y coordinadas con el Ejército Nacional y la Policía, lograron la ubicación y destrucción de un gigantesco laboratorio utilizado para el procesamiento de alcaloides. El laboratorio estaba compuesto por siete estructuras en madera, y en su interior fueron incautados 2.570 galones de insumos líquidos y 975 kilogramos de insumos sólidos, así como elementos para la producción de alcaloides tales como un marciano, una planta eléctrica, dos recicladores, ocho calentadores, un compresor, una prensa hidráulica, una empacadora al vacío, siete hornos microondas, una cámara de secado, dos grameras digitales, una estufa industrial, dos cilindros de gas, entre otros materiales. Así mismo fueron hallados un fusil M14, una escopeta calibre 12 milímetros, y cuatro proveedores para fusil. En el lugar de los hechos, se logró la captura de cinco personas, entre ellas tres mujeres",MI PUTUMAYO,ACCIONES_INSTITUCIONALES
35051,VALLE_DEL_CAUCA,SEVILLA,76736,0,6/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,OTROS,"Por medio de un trabajo coordinado entre la unidad especial de investigación de la Fiscalía en el Valle del Cauca, con apoyo de la Policía, capturaron a Yonny Alezander Gómez, acusado de ser el presunto asesino de Rosa Elena Bravo, madre del excombatiente de las Farc Jonny Bravo. La captura se llevó a cabo en la vía pública del Parque La Concordia del municipio Sevilla. El hombre responderá ante un juez por el delito de homicidio agravado. ",DIARIO DEL SUR,ACCIONES_INSTITUCIONALES
35052,CALDAS,MANIZALES,17001,0,6/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GUERRILLA,"La Policía Nacional en coordinación con la Fiscalía General de la Nación, desarticulan una estructura que estaba al servicio del ELN. “El ELN a través de este grupo delincuencial, mediante la modalidad de outsourcing, suministraba información muy precisa de finqueros, empresarios y comerciantes, con el único propósito de extorsionarlos y de generar cierta presión”. Explica el general Freddy Tibaduiza comandante de la región #3 de la Policía. De acuerdo con información de las autoridades el dinero resultado de las vacunas era para recoger fondos y reactivar el grupo Los Bolcheviques del Líbano del ELN que actuaban en el departamento del Tolima en límites con Caldas. ",CARACOL RADIO,ACCIONES_INSTITUCIONALES
35053,CAUCA,POPAYAN,19001,0,6/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"Las autoridades de Policía informaron que 4 personas fueron capturadas en fragancia, cuando transportaban cerca de 56 Kilos de Clorhidrato de Cocaína en una ambulancia que fue inmovilizada. Los capturados se movilizaban en vehículo tipo ambulancia, de placas COJ824 adscrita al hospital SEN CALI MÓVIL 249 simulando cumplir la remisión de un falso paciente, sin embargo, la actitud sospechosa del conductor y sus acompañantes llevo a los uniformados a registrar el vehículo, encontrando el estupefaciente oculto mediante la modalidad de caleta, según el informe del Capitán John Mario Ayala Mariño, Jefe Seccional Tránsito y Transporte Popayán.",CARACOL RADIO,ACCIONES_INSTITUCIONALES
35054,TOLIMA,IBAGUE,73001,0,6/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GUERRILLA,"La Fiscalía Segunda especializada contra las organizaciones criminales, autorizó el allanamiento a una casa ubicada en la urbanización Calucaima, en el sector de El Salado, donde se estaba almacenando material de guerra que sería llevado al departamento de Nariño para ser entregado a las ‘Guerrillas Unidas del Pacifico’. Uniformados de la Dijín desarrollaron la diligencia judicial encontrando en el patio de la residencia una pistola, un proveedor para 15 cartuchos. Además, varias canecas y costales en los que ocultaban 14.193 cartuchos de diferentes calibres. ",CARACOL RADIO,ACCIONES_INSTITUCIONALES
35055,NORTE_DE_SANTANDER,CUCUTA,54001,0,5/05/2019,5,2019,ACCIONES_INSTITUCIONALES,RESCATE/_LIBERACION_DE_SECUESTRADOS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,"Un operativo del Ejército Nacional permitió el rescate de dos conductores que permanecían secuestrados por disidentes de las Farc desde hace siete días en el casco urbano del municipio de Fortul (Arauca). Los trabajadores, llamados Michel Stiven Castillo García y José Lucas Hernández Aldana, fueron interceptados el pasado 29 de abril, por miembros de esta organización residual, cuando cubrían la ruta Bogotá-Saravena, a bordo de un bus adscrito a una empresa privada.",EL TIEMPO,ACCIONES_INSTITUCIONALES
35056,CORDOBA,PUERTO_LIBERTADOR,23580,PDET,5/05/2019,5,2019,OTRO_TIPO_DE_EVENTO,OTROS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,"En la vereda Flechas zona rural de Juan José, municipio de Puerto Libertador, Córdoba. Allí, gracias a información aportada por la Red de Participación Cívica, fue ubicada una zona campamentaria, perteneciente la subestructura Rubén Darío Ávila del Clan del Golfo. El sitio era usado para planear y lanzar acciones terroristas en contra de la población civil y la fuerza pública de esa región. ",EJERCITO NACIONAL,OTRO_TIPO_DE_EVENTOS
35057,CAUCA,CALOTO,19142,PDET,3/05/2019,5,2019,HOMICIDIOS,OTROS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,En la tarde del viernes 03 de mayo de 2019 se presento un homicidio en el corregimiento de Huasanó. ,UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35058,CHOCO,JURADO,27372,0,7/05/2019,5,2019,ACCIONES_ARMADAS,ENFRENTAMIENTOS,GUERRILLA,"La Agencia de Naciones Unidas para los Refugiados (Acnur) manifestó su preocupación frente a la situación que se registra con más de 1.600 indígenas de 10 comunidades Wounnan y Emberá en el municipio de Juradó (Chocó), que han tenido que desplazarse de sus territorios por enfrentamientos entre grupos armados ilegales. Para ese organismo es urgente que se adopten medidas de protección y atención humanitaria inmediata, tras la vulneración de los Derechos Humanos a esas comunidades nativas, que se han derivado de las acciones armadas entre organizaciones ilegales en la zona de frontera entre Colombia y Panamá, desde el pasado 26 de abril. ",RCN RADIO,ACCIONES_ARMADAS
35059,ANTIOQUIA,TURBO,5837,PDET,7/05/2019,5,2019,ACCIONES_ARMADAS,EMBOSCADA,GAO_GRUPOS_ARMADOS_ORGANIZADOS,"Cuando se movilizaba por la vía Turbo-Chigorodó, una patrulla de la Policía fue atacada por cuatro presuntos integrantes del Clan del Golfo, que estaban replegados a un costado de la carretera. Los disparos impactaron al vehículo, pero no alcanzaron a los uniformados, quienes por fortuna lograron salir ilesos del ataque.",RCN RADIO,ACCIONES_ARMADAS
35060,ATLANTICO,BARRANQUILLA,8001,0,7/05/2019,5,2019,AMENAZAS_E_INTIMIDACIONES,LIDERES_SOCIALES,NO_PRECISA,"Además de que el presidente de la federación comunal del Atlántico, Alexis Marriaga, denunció que 27 líderes sociales del departamento están actualmente amenazados, se conoció que 3 de ellos tuvieron que salir de la región. Pero preocupa aún más que de toda es población en riesgo, solo tres personas cuenten con esquemas de seguridad, según sostuvo Marriaga ante varios medios de comunicación que lo han consultado. Aunque el dirigente admitió que la Gobernación del Atlántico ha sido cercana a la situación. Marriaga arremetió contra la Fiscalía en el sentido de que ese ente investigador le haría, en su juicio, ""mayor atención a las denuncias y a los procesos de amenazas de muerte que se han presentado y que oportunamente siempre hacemos saber"".",EL TIEMPO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35061,CALDAS,RIOSUCIO,17614,0,7/05/2019,5,2019,AMENAZAS_E_INTIMIDACIONES,LIDERES_SOCIALES,NO_PRECISA,"En Caldas se empezó a evidenciar el problema de amenazas a líderes sociales y sindicales, confirmó el secretario de Gobierno del departamento, Carlos Alberto Piedrahita. Indicó que se tiene una medida cautelar de más de 40 personas especialmente en el municipio de Riosucio que son líderes y están amenazados al igual que cerca de 20 indígenas que han denunciado situaciones similares en Fiscalía y Policía. “En Caldas hay más de 60 denuncias reportadas el año pasado de líderes sociales que se sienten amenazados y nosotros como gobierno del departamento lo que hemos permitido es darles prontitud y oportunidad a sus denuncias y hacer el seguimiento del caso”. ",CARACOL RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35062,ARAUCA,ARAUCA,81001,0,7/05/2019,5,2019,AMENAZAS_E_INTIMIDACIONES,AUTORIDADES_LOCALES,NO_PRECISA,"Continúa siendo crítica la situación de orden público y las presuntas amenazas contra funcionarios públicos en el departamento de Arauca. La Personera del municipio capital, Alix Xiomara Sánchez Peroza, de quien se asegura recibió amenazas contra su vida por parte de organizaciones al margen de la ley; situación que la mantiene despachando desde una ciudad en el centro del país. ",LA VOZ DEL CINARUCO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35063,ARAUCA,CRAVO_NORTE,81220,0,7/05/2019,5,2019,AMENAZAS_E_INTIMIDACIONES,AUTORIDADES_LOCALES,GAO_GRUPOS_ARMADOS_ORGANIZADOS,"Las presuntas amenazas contra la Personera del municipio de Cravo Norte, Alba Yaneth Lizcano, quien abandonó la localidad del departamento de Arauca desde el pasado 21 de febrero, exponiendo igual situación de amenaza por parte de grupos al margen de la ley para el ejercicio de su trabajo. ",LA VOZ DEL CINARUCO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35064,ARAUCA,TAME,81794,PDET,7/05/2019,5,2019,ACCIONES_ARMADAS,BLOQUEO_DE_VIAS,NO_PRECISA,"La acción se viene presentando las primeras horas de la mañana del martes en el corredor vial de la Ruta de los Libertadores, a la altura del centro poblado de Puerto Jordán, entre los municipios de Arauca y Tame. Además de la presencia de este automotor atravesado en este eje vial, también se encuentra abandonada una caja y una bolsa negra que simula estar cargada con explosivos, la que se encuentra a un costado de la vía de salida del centro poblado de Puerto Jordán al municipio de Tame.",LA VOZ DEL CINARUCO,ACCIONES_ARMADAS
35065,CHOCO,QUIBDO,27001,0,6/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"La Policía Nacional en el departamento del Chocó logró la captura en flagrancia de una mujer de 55 años en el Barrio Kennedy de Quibdó sector “bolsillo atrás” por el delito de tráfico, porte y fabricación de estupefacientes en el marco de la tercera fase del Plan de Choque, “Construyendo Seguridad”. Mediante labores de investigación, realizada  por la Seccional de Investigación Criminal de Policía Colombia, se pudo constatar que la mujer tenía en su vivienda  un centro de acopio de sustancias estupefacientes, el cual permito a los investigadores recolectar elementos materiales probatorios que fueron presentados ante el juzgado  penal municipal de Control de garantías quien emitió la orden de captura contra  esta mujer, que al parecer hace parte de una red de distribución de estupefacientes en menores cantidades de la ciudad.",MI CURILLO CAQUETÁ,ACCIONES_INSTITUCIONALES
35066,CAQUETA,FLORENCIA,18001,PDET,6/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,OTROS,"En los controles realizados en la terminal de transportes de Florencia, se logró la captura de una persona identificada como Jesús Abel Tovar Hidalgo de 30 años, a quien presuntamente se le halló al interior de sus pertenencias, cinco paquetes cuadrados, los cuales pretendía transportar al interior del país en un bus intermunicipal bajo la modalidad de encomienda. Inmediatamente hallado esta sustancia estupefaciente, los funcionarios de la Seccional de Transito y Transportes del Caquetá, procedieron a trasladarlo a las instalaciones del Comando de Departamento de Policía Caquetá, con el fin de realizar una prueba pericial a la sustancia, la cual luego de ser analizada por los peritos de PIPH, arrojó como resultado: positivo para Cannabis y sus derivados, con un peso bruto de 2.580 gramos. ",MI CURILLO CAQUETÁ,ACCIONES_INSTITUCIONALES
35067,NARIÑO,EL_CHARCO,52250,PDET,7/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,"Por determinación de un juez de El Charco, fueron enviados a prisión dos hombres señalados de hacer parte del frente Oliver Sinisterra de disidencias de las Farc, que estaban al mando de alias ‘Guacho’ hasta su abatimiento el año anterior. Se trata de Jhon Freddy Hurtado Castillo y Jan Pool Ortiz Castañeda, quienes fueron aprehendidos durante un operativo coordinado por un fiscal especializado contra las organizaciones criminales de Cali. La determinación se dio luego de la petición que en tal sentido hiciera la Fiscalía General de la Nación. En la operación, que permitió estas capturas, participaron miembros del Cuerpo Técnico (CTI) de la Fiscalía y uniformados de la Armada Nacional. Según la Fiscalía los imputados fueron capturados en El Charco el 3 de mayo pasado, luego de hostigar a una comisión que se disponía a realizar una diligencia de allanamiento y registro en esa zona del país. ",DIARIO DEL SUR,ACCIONES_INSTITUCIONALES
35068,VALLE_DEL_CAUCA,CALI,76001,0,7/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NARCOTRAFICANTES,"El Presidente de la República, Iván Duque, anunció la captura tras un operativo conjunto de la Policía y la Fiscalía en Valle del Cauca, de Olindo Perlaza Caicedo, alias ‘Olindillo’ o ‘Gafas’, presunto responsable del envío de cargamentos de cocaína por el Pacífico hacia Panamá, México, Guatemala y Estados Unidos. “Este es un golpe muy duro al narcotráfico, que ha intentado mimetizarse a través de distintas instancias”, aseveró el Jefe del Estado, quien de paso añadió que este hombre había intentado “colarse” en los listados de las Farc en busca de beneficios en la JEP y que, además, es solicitado en extradición por los Estados Unidos. “Este sujeto criminal intentó colarse en el proceso de paz con las Farc, el año pasado. Fue presentado en un listado, y gracias a la coordinación interinstitucional y de cooperación internacional, la Oficina del Alto Comisionado para la Paz alertó a la Justicia Especial para la Paz sobre la presencia de ese ciudadano y no se permitió su ingreso”, enfatizó el Jefe del Estado.",MI CURILLO CAQUETÁ,ACCIONES_INSTITUCIONALES
35069,VALLE_DEL_CAUCA,TULUA,76834,0,7/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,"Unidades de investigación criminal (SIJIN) en coordinación con la Fiscalía General de la Nación, logran la captura de un sujeto conocido como “Jonatán” en el municipio de Tuluá, presunto integrante del grupo delincuencial “La Cruz” en el barrio la santa cruz, quien sería dinamizador de los homicidios, distribuidor de estupefacientes además de almacenar las armas de fuego con las cuales este grupo comete los hechos de sangre.",POLICIA NACIONAL,ACCIONES_INSTITUCIONALES
35070,QUINDIO,CALARCA,63130,0,7/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,"Unidades de Investigación Criminal e Inteligencia Policial logran la captura de una mujer conocida como “Yuli”, presunta integrante del grupo delincuencial “Los Cucos” del barrio la Emilia, quien sería dinamizadora de homicidios, y encargada de las finanzas de este grupo delincuencial. ",POLICIA NACIONAL,ACCIONES_INSTITUCIONALES
35071,NORTE_DE_SANTANDER,CONVENCION,54206,PDET,7/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GUERRILLA,"Mediante el desarrollo de operaciones militares, tropas del Ejército Nacional lograron la captura en flagrancia de alias el sobrino y la recuperación de un menor de edad, en la vereda la Libertad municipio de Convención, Norte de Santander. Según labores de inteligencia, este sujeto presuntamente era el responsable de realizar extorsiones y secuestros a comerciantes de la zona. Así como de instalar minas antipersonales en las veredas La Trinidad, La Libertad, Honduras, San Juancito, La Fría, Santa Inés, La Bogotana y Playa Rica, jurisdicción de los municipios de El Carmen y Convención. El sujeto tenía en su poder material de guerra, propaganda e intendencia del Grupo Armado Organizado GAO Eln.",EJERCITO NACIONAL,ACCIONES_INSTITUCIONALES
35072,NARIÑO,EL_CHARCO,52250,PDET,7/05/2019,5,2019,ACCIONES_ARMADAS,ENFRENTAMIENTOS,NO_PRECISA,"La comunidad del municipio de El Charco señala que está preocupada por los constantes enfrentamientos de los grupos al margen de la ley que además ha dejado varias familias desplazadas. Señalaron que la situación es tensa en el corregimiento de San José, ubicado a más de 50 kilómetros del casco urbano, en donde uno de los grupos que delinque en la zona se ha tomado la población, por lo que las familias no pueden salir y temen por sus vidas. Funcionarios de la Administración habrían informado a las autoridades que la comunidad de la zona rural no puede desplazarse para ningún sitio ni a trabajar o salir al casco urbano. ",DIARIO DEL SUR,ACCIONES_ARMADAS
35073,ARAUCA,ARAUQUITA,81065,ETCR - PDET,8/05/2019,5,2019,ACCIONES_ARMADAS,COMBATES,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,"El desarrollo de operaciones militares por parte de las tropas de la Fuerza de Tarea Quirón en el departamento de Arauca arrojan un nuevo y contundente golpe al grupo armado organizado GAO residual Estructura Primera con el hallazgo y posterior destrucción de uno de sus campamentos con capacidad para albergar a 15 sujetos aproximadamente. La eficaz acción militar, que se dio por información de la comunidad, tuvo lugar en la vereda Normandía del municipio de Arauquita, hasta donde llegaron las Unidades del Batallón de Operaciones Terrestres No. 29, mediante maniobras de infiltración y emboscada, produciéndose un combate de encuentro que dejó como resultado la captura de un sujeto que después de las respectivas audiencias de judicialización quedó vinculado al proceso por el delito de concierto para delinquir.",LA VOZ DEL CINARUCO,ACCIONES_ARMADAS
35074,BOLIVAR,MORALES,13473,PDET,7/05/2019,5,2019,HOMICIDIOS,OTROS,NO_PRECISA,"En la vereda El Progreso, a 20 minutos del municipio de Morales, sur de Bolívar, fue asesinado Belisario Arciniegas García, candidato al Concejo de la mencionada población. Los hechos se presentaron sobre las 5:30 de la tarde del pasado martes y de acuerdo con lo que relatan algunos residentes de la zona, Arciniegas recibió cinco impactos de bala. ",BLU RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35075,ARAUCA,SARAVENA,81736,PDET,7/05/2019,5,2019,HOMICIDIOS,OTROS,NO_PRECISA,"En inmediaciones de la Institución Educativa Villa Maga del municipio de Saravena, dos hombres que se movilizaban en una motocicleta por el sector fueron sorprendidos por una ráfaga de proyectiles de arma de fuego, de procedencia desconocida. Los disparos lograron impactar en varias oportunidades a estos dos civiles, causando la muerte de manera instantánea en el lugar de los hechos de uno de ellos, identificado como Didier Ferney González, de quien se dijo pertenecía a la Guardia Interétnica, Campesina y Popular del Centro Oriente. El otro joven, identificado como Edwin Martínez, fue trasladado con heridas de gravedad hasta un centro asistencial, encontrándose actualmente con pronóstico reservado en la unidad de cuidados intensivos del Hospital de Sarare.",LA VOZ DEL CINARUCO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35076,NARIÑO,BARBACOAS,52079,PDET,7/05/2019,5,2019,HOMICIDIOS,OTROS,NO_PRECISA,"Consternada está la comunidad del municipio de Barbacoas, luego de que se conociera el asesinato de un hombre dedicado a trabajar como mototaxista. Algunos testigos señalan que escucharon detonaciones de arma de fuego, mientras que otros que alcanzaron a ver el homicidio cuando transitaban por una de las calles. Los desconocidos que se movilizaban en una motocicleta de alto cilindraje llegaron hasta su lugar de residencia, ubicada en el barrio Villa Preciado, en donde el parrillero desenfundó su arma y le disparó en varias ocasiones, causándole la muerte instantáneamente.",DIARIO DEL SUR,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35077,HUILA,PITALITO,41551,0,7/05/2019,5,2019,AMENAZAS_E_INTIMIDACIONES,AUTORIDADES_LOCALES,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,"Autoridades en el departamento del Huila investigan las recientes amenazas que desconocidos lanzaron contra la personera del municipio de Pitalito, María Eugenia Herrera, quien denunció varias irregularidades con proyectos de vivienda. ",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35078,TOLIMA,SAN_ANTONIO,73675,0,8/05/2019,5,2019,AMENAZAS_E_INTIMIDACIONES,GENERALIZADAS,NO_PRECISA,"Líderes sociales y presidentes de Juntas de Acción Comunal del municipio de San Antonio, denunciaron ante las autoridades la presencia de grupos o personas armadas en su jurisdicción, situación que ha sido calificada como preocupante. Con el propósito de corroborar las quejas de los habitantes de esta localidad, se cumplirá un consejo especial de seguridad que contará con la presencia de delegados de la Gobernación del Tolima, la Policía y el Ejército Nacional. ",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
35079,CALDAS,MANIZALES,17001,0,7/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GUERRILLA,"En un operativo adelantado por miembros de la Sijín, del Gaula y de la Fiscalía, fueron capturados 10 delincuentes que hacían parte del grupo armado del ELN y que habían centrado su accionar criminal en veredas en inmediaciones del Páramo de Letras en Caldas y Herveo en el Tolima. El operativo denominado 'Nevado' permitió a las autoridades adelantarse a las intenciones del ELN de rearmar y reorganizar nuevamente el frente Bolcheviques del Líbano, en límites entre los departamentos de Caldas y Tolima. ",RCN RADIO,ACCIONES_INSTITUCIONALES
35080,ANTIOQUIA,SABANETA,5631,0,7/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,"La Fiscalía y la Policía capturaron a alias “Barbosa”, uno de los hombres más importantes de la estructura criminal “La Oficina” y también uno de los más buscados en Antioquia. “Barbosa” es uno de los hombres de confianza de alias “Tom” y “Pichi”, máximos jefes de la estructura criminal y quienes están en prisión. De acuerdo con las autoridades, el operativo se realizó el martes, 7 de mayo, cuando el hombre se movilizaba por Sabaneta. Miembros de la DEA y Dijín hicieron su posible su captura. ",EL ESPECTADOR,ACCIONES_INSTITUCIONALES
35081,META,VILLAVICENCIO,50001,0,8/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,"En la lucha contra la extorsión carcelaria, tropas del Gaula Militar Meta del Ejército Nacional en coordinación con el Gaula de la Policía, en apoyo interinstitucional con la Fiscalía Segunda especializada adscrita al Gaula, logran la desarticulación de la banda delincuencial Los Tesos, integrada por nueve sujetos que se dedicaban a cobrar en empresas de giros dineros producto de extorsiones mediante la modalidad Tío. Desde el año 2018 las autoridades iniciaron las labores de investigación y judicialización a esta banda delincuencial integrada por cuatro hombres y cinco mujeres, quienes empleaban la modalidad extorsiva Tío, que consiste en la llamada vía telefónica, realizada por un sujeto el cual se hace pasar por un familiar que simula situación de captura. ",EJERCITO NACIONAL,ACCIONES_INSTITUCIONALES
35082,META,ACACIAS,50006,0,8/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"En el desarrollo de la operación y con el fin de mitigar la extorsión carcelaria, se logra mediante orden de allanamiento al Centro Penitenciario y Carcelario del municipio de Acacías, donde se logra incautar material de comunicaciones e inteligencia que son de vital importancia para el proceso judicial adelantado por la Fiscalía. Los capturados fueron puestos a disposición ante la Fiscalía nº 2 Especializada ante el Gaula Militar Meta, por los delitos de extorsión agravada y concierto para delinquir.",EJERCITO NACIONAL,ACCIONES_INSTITUCIONALES
35083,SANTANDER,GIRON,68307,0,8/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"Mediante las actividades de control y registro por parte del Modelo Nacional de Vigilancia Comunitaria por Cuadrantes en el sector de Altos de Andina en el municipio de Girón, se captura a una mujer con más de 800 dosis de marihuana y bazuco, así mismo se le halla en su poder diferentes elementos para la dosificación de estupefacientes, incautándole dos licuadoras, bolsas herméticas, grameras, máquinas de elaboración de cigarrillos y papel usado en estos estupefacientes.",POLICIA NACIONAL,ACCIONES_INSTITUCIONALES
35084,MAGDALENA,SANTA_MARTA,47001,PDET,8/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,"Operativo de registro y control que adelantaba el personal adscrito a uno de los cuadrantes de las Policía Metropolitana de Santa Marta permitió la captura de una mujer indígena cuando tenía en su poder una gran cantidad de drogas alucinógenas. La labor policial recayó en Gilsy Paola Epiayu, de 21, quien fue llevada hasta la sede de los calabozos de la Unidad de Reacción Inmediata de la Fiscalía de esta capital.",EL INFORMADOR,ACCIONES_INSTITUCIONALES
35085,CORDOBA,LA_APARTADA,23350,0,8/05/2019,5,2019,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,"En medio de operaciones realizadas por tropas del Ejército se logró la captura de Luz Ney Pereira Contreras, de 43 años, alias ‘Yaqueline’, quien según Inteligencia Militar era la cabecilla de finanzas de la banda criminal ‘Clan del Golfo’, encargada de la recolección de los dineros producto de las rentas criminales en los municipios del sur de Córdoba y el Bajo Cauca antioqueño. Según el general Juan Carlos Ramírez Trujillo, comandante de la Séptima División del Ejército Nacional, al momento de la captura, alias ‘Yaqueline’ tenía en su poder varios equipos de comunicaciones y cerca de $32 millones de pesos en efectivo, que al aparecer eran para el pago de la nómina de los miembros de esa estructura criminal. ",EL HERALDO,ACCIONES_INSTITUCIONALES
35086,COLOMBIA,NO_PRECISA,,,7/05/2019,5,2019,OTRO_TIPO_DE_EVENTO,OTROS,GUERRILLA,"El alto comisionado para la Paz, Miguel Ceballos, prendió la alerta en el Gobierno Nacional por las alianzas que se ha consolidado entre la guerrilla del ELN y las denominadas disidencias del antiguo grupo subversivo de las Farc, con el objetivo de desestabilizar las elecciones regionales de este año. Ceballos indicó, en una declaración que dio en la Casa de Nariño, que esa información la vienen manejando autoridades de inteligencia de la fuerza pública, fenómeno que se presenta -según el funcionario- desde la firma del acuerdo de paz. ",RCN RADIO,OTRO_TIPO_DE_EVENTOS
35087,ARAUCA,ARAUCA,81001,0,8/05/2019,5,2019,OTRO_TIPO_DE_EVENTO,OTROS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,"El Comando de la Fuerza de Tarea Quirón, adscrito a la Octava División del Ejército Nacional, pone en conocimiento a los organismos defensores de Derechos Humanos y denuncia ante la opinión pública que: El grupo armado organizado Gao residual Estructura Primera, en represalia a las contundentes operaciones militares efectuadas por el Ejército Nacional que golpean y desestabilizan sus capacidades financieras, logísticas y terroristas; ha venido obstaculizando los ejes viales poniendo en grave riesgo a la comunidad que transita por las carreteras del departamento de Arauca. Como es habitual en su actuar terrorista, estos sujetos usan a la población civil como escudo humano, vistiendo prendas particulares y movilizándose en motocicletas e interceptando vehículos de transporte público o de carga intimidando a sus conductores y obligándolos a abandonarlos para posteriormente adaptarlos con paquetes sospechosos generando zozobra y así evitar el accionar de las Fuerzas Militares  Este tipo de acciones terroristas son principalmente empleadas por el grupo armado ilegal como señuelo para atraer a las tropas y perpetrar atentados en su contra, situación que gracias a las capacidades militares hasta ahora no ha tenido éxito; sin embargo, los principales afectados son los pobladores de la región, teniendo en cuenta que por estas vías ingresan los productos de la canasta familiar, transitan quienes llevan remisiones médicas  y quienes se ganan el sustento diario como transportadores, entro otros. Por lo tanto, esta Unidad Militar responsabiliza al GAO residual Estructura Primera, por las afectaciones que con su accionar ocasionan a la población civil del sector, violentando flagrantemente las normas establecidas por el Derecho Internacional Humanitario y los Derechos Humanos.",LA VOZ DEL CINARUCO,OTRO_TIPO_DE_EVENTOS
