Cod Depto,Departamento,Cod en texto ,Municipio,Dirección Territorial ,Director Territorial ,Alcalde,Población 2017,No. Víctimas por Declaración,No. Sujetos Atención ,"Acto terrorista , Atentados, Combates, Enfrentamientos , Hostigamientos",Amenaza,Delitos contra la Libertad y la Integridad sexual en desarrollo del conflicto Armado,Desaparición forzada,Desplazamiento Forzado,"Homicidio, Masacre","Minas Antipersonal, Munición sin Explotar y artefacto explosivo improvisado",Secuestro,Tortura,"Vincuación de Niños, Niñas y Adolescentes a actividades relacionadas con grupos armados",Abandono o Despojo Forzado de Tierras,Perdida de Bienes Muebles o Inmuebles ,Puntos de Atención,Personas Atendidas,Solicitudes de AH,Solicitudes de Registro,Solicitudes de Oferta,Otras Solicitudes,Total Solicitudes Recibidas,Priorizado,En Construcción,En Formulación,En proceso de contratación,En Funcionamiento ,Misiones Humanitarias 2012-2017,Emergencias Humanitarias 2012-2017,Incluido,No Incluido,Excluido,En Valoración,RECEPCIÓN FORMATOS / Defensoria,RECEPCIÓN FORMATOS / Personeria,RECEPCIÓN FORMATOS / Procuraduria,RECEPCIÓN FORMATOS / Entidad No Informa ,RECEPCIÓN FORMATOS / Consulados,Beneficiarios Dinero Atención Humanitaria,Valor Dinero Atención Humanitaria,Beneficiarios especie Atención Humanitaria,Valor especie Atención Humanitaria,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - Hogares,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - Personas,Caracterización de Población Víctima - PAARI Módulo de Asistencia 2012-2017 - con discapacidad,Atencion Humanitaria 2012-2017 - Giros,Atencion Humanitaria 2012-2017- Valor,Ayuda Humanitaria por Otros Hechos Diferentes al Desplazamiento 2012-2017 - Víctimas,Ayuda Humanitaria por Otros Hechos Diferentes al Desplazamiento 2012-2017 - Valor,PAARI - Módulo de Reparación 2012- 2017 - Víctimas,PAARI - Módulo de Reparación 2012- 2017 - NNA,Estrategia de Recuperación Emocional ,Indemnizaciones 2012-2017 - No. de Indemnizaciones,Indemnizaciones 2012-2017 - Valor,Programa de Acompañamiento 2017 - Con intención de recibir acompañamiento,Programa de Acompañamiento 2017 - En un Negocio,Programa de Acompañamiento 2017 - En Terreno Rural ,Programa de Acompañamiento 2017 - En Vivienda,Programa de Acompañamiento 2017 - En Educación,Identificación,Acercamiento ,Alistamiento ,Pre-Consulta o Consulta Previa,Caracterización del Daño,Diagnóstico del Daño,Diseño y Formulación,En Fase de Diseño e Implementación del PIRC,PIRC aprobado por CTJ,Sin Especificar,Total SRC en el municipio,SIN FUD,SRC en Valoración,SRC Incluido,DEVOLUCION MP ,SRC No Incluido,SRC Indentificados,Apoyo a Entes Territoriales,Atención y Ayuda Humanitaria ,Proyectos de Infraestructura Social y Comunitaria,Indemnizaciones,Centros Regionales *(Aporte  Unidad Victimas)
20,Cesar,20060, Bosconia,Cesar Y Guajira ,Juana Ramírez Gutierrez,Juan Enrique Aarón Rivero,"38,490","17,352","14,234",14,181,33,92,"16,977",880,2,26,1,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"1,740",320,0,2,38,"2,049",3,0,0,0,0,0,0,"1,078","4,442",189,"11,517","8,115",19,24,968,9,136,582,"3,778",179,81,20,54,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,139",0,"3,778",0
20,Cesar,20175, Chimichagua,Cesar Y Guajira ,Juana Ramírez Gutierrez,Maritza Pérez Ramírez,"30,493","5,154","3,666",5,314,5,31,"4,848",396,1,5,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,3,875,323,0,2,6,"1,204",3,0,0,0,0,0,0,558,"2,437",93,"3,071","1,799",10,13,367,3,4,187,"1,082",74,22,6,40,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"1,812",0,"1,082",0
20,Cesar,20178, Chiriguaná,Cesar Y Guajira ,Juana Ramírez Gutierrez,Zunilda Toloza Pérez,"19,121","12,545","10,685",12,"3,386",7,38,"12,212",685,1,26,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"1,927",212,0,1,76,"2,095",0,0,0,1,1,0,0,790,"3,159",153,"7,640","4,068",27,34,752,2,22,652,"5,079",154,40,21,70,16,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,"4,102",0,"5,079",0
20,Cesar,20228, Curumaní,Cesar Y Guajira ,Juana Ramírez Gutierrez,Laura Marcela Herrera Trillos,"23,699","20,766","16,878",16,67,12,143,"20,184","1,142",5,53,0,1,0,34,1,"20,708","12,178","6,142",17,"8,435","26,772",0,0,0,0,1,6,12,"3,322",386,0,1,27,"3,697",1,0,0,8,6,0,0,"2,562","10,057",503,"14,747","8,947",19,25,"2,332",6,305,0,0,665,211,85,275,66,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,6,"8,973",0,0,904
20,Cesar,20238, El Copey,Cesar Y Guajira ,Juana Ramírez Gutierrez,José Luis Nieves Pérez,"26,701","10,870","8,424",7,33,2,62,"10,477",700,3,4,0,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,1,"1,625",98,0,3,274,"1,413",40,0,0,0,0,0,0,737,"2,879",137,"6,350","3,867",13,17,961,4,13,577,"3,110",193,71,14,81,21,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"3,884",4,"3,110",0
20,Cesar,20250, El Paso,Cesar Y Guajira ,Juana Ramírez Gutierrez,Hidalfo Rafael De La Cruz Ortiz,"23,187","4,496","3,239",5,520,3,39,"4,047",768,0,4,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,5,5,990,475,0,8,15,"1,467",1,0,0,0,0,0,0,571,"2,296",84,"2,955","1,479",8,11,377,0,1,0,0,48,18,6,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,490",0,0,0
20,Cesar,20295, Gamarra,Cesar Y Guajira ,Juana Ramírez Gutierrez,Libardo Cruz Casado,"17,061","1,653","1,377",4,37,4,37,"1,473",190,0,37,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,243,159,0,2,39,368,0,0,0,0,0,0,0,251,989,26,"1,176",618,4,5,345,0,0,0,0,15,8,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,0
20,Cesar,20383, La Gloria,Cesar Y Guajira ,Juana Ramírez Gutierrez,Fermín Augusto Cruz Quintero,"12,591","3,999","3,339",4,68,1,62,"3,726",302,3,17,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,1,724,113,0,4,37,820,0,0,0,0,0,0,0,520,"1,978",89,"3,704","1,873",16,20,616,2,3,266,"1,933",85,49,8,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,893",0,"1,933",0
20,Cesar,20400, La Jagua De Ibirico,Cesar Y Guajira ,Juana Ramírez Gutierrez,Yarcely Leonor Rangel Restrepo,"22,341","10,203","8,329",29,122,26,67,"9,587","1,014",9,8,0,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,2,8,"1,104",224,0,3,118,"1,258",2,0,0,6,4,0,0,"1,298","4,656",201,"8,885","5,146",15,19,"1,591",12,205,561,"3,915",177,76,24,49,21,2,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,"5,165",0,"3,915",0
20,Cesar,20443, Manaure,Cesar Y Guajira ,Juana Ramírez Gutierrez,Ever Antonio Santana Torres,"15,200","6,685","5,689",407,278,45,77,"6,359",233,3,133,2,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"1,333",687,0,0,29,"2,001",1,0,0,0,0,0,0,578,"1,980",101,"4,472","2,431",25,33,787,1,253,271,"2,640",121,46,7,47,14,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"2,464",0,"2,640",0
20,Cesar,20517, Pailitas,Cesar Y Guajira ,Juana Ramírez Gutierrez,Luis Said Castro Cueto,"17,369","15,791","12,344",27,"1,378",62,76,"16,058",858,4,26,27,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"3,403",596,0,19,156,"3,882",4,0,0,0,0,0,0,"1,922","6,389",343,"12,119","6,073",19,25,"1,560",9,135,247,"1,986",314,88,34,162,16,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"6,098",0,"1,986",0
20,Cesar,20550, Pelaya,Cesar Y Guajira ,Juana Ramírez Gutierrez,Edwer Pérez Acosta,"18,134","9,216","7,686",53,"1,241",15,129,"9,210",660,4,51,8,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,5,7,"1,269",311,0,3,110,"1,501",0,1,0,1,1,0,0,938,"3,587",136,"6,655","3,547",25,33,"1,163",5,54,977,"6,621",83,38,11,31,1,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,1,"3,581",0,"6,621",0
20,Cesar,20570, Pueblo Bello,Cesar Y Guajira ,Juana Ramírez Gutierrez,Juan Francisco Villazón Tafur,"23,404","8,553","6,960",4,13,3,56,"8,181",589,0,5,2,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1,115",130,0,6,151,"1,106",1,0,0,0,0,0,0,567,"1,985",83,"4,608","2,779",6,8,468,1,9,0,0,122,47,10,38,14,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"2,787",0,0,0
20,Cesar,20621, La Paz,Cesar Y Guajira ,Juana Ramírez Gutierrez,Andrea Doria Ovalle Arzuaga,"22,929","12,252","9,780",10,31,3,30,"11,739",648,1,37,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,6,6,"1,654",430,0,3,54,"2,130",1,0,0,1,0,0,0,"1,345","4,816",196,"7,721","4,480",13,18,"1,145",12,54,315,"1,969",216,88,22,75,14,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"4,497",105,"1,969",0
20,Cesar,20750, San Diego,Cesar Y Guajira ,Juana Ramírez Gutierrez,Elvia Milena Sanjuán Dávila,"13,266","14,325","11,771",11,206,2,16,"14,037",630,1,21,2,2,0,118,0,0,0,0,0,0,0,0,0,0,0,0,5,4,"1,930",211,0,2,39,"2,220",3,0,0,0,0,0,0,"1,514","4,821",210,"8,751","4,884",9,11,"1,788",80,92,"1,074","4,647",267,126,16,71,32,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"4,895",0,"4,647",0
20,Cesar,20770, San Martín,Cesar Y Guajira ,Juana Ramírez Gutierrez,Saúl Eduardo Celis Carvajal,"18,748","4,680","3,797",16,169,25,70,"4,449",260,3,15,7,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,828,220,0,3,146,926,0,0,0,0,0,17,5,491,"1,862",88,"2,464","1,288",9,12,602,7,2,0,0,72,40,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"1,300",0,0,0
20,Cesar,20787, Tamalameque,Cesar Y Guajira ,Juana Ramírez Gutierrez,Jorge Alonso Castro Jaraba,"13,802","2,251","1,858",8,434,20,34,"2,016",251,0,3,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,380,295,0,8,79,626,3,0,0,0,0,0,0,301,"1,173",50,"1,326",731,5,7,210,2,0,110,778,21,2,1,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,778,0
44,La Guajira,44001, Riohacha,Cesar Y Guajira ,Juana Ramírez Gutierrez,Fabio David Velasquez Rivadeneira,"277,868","79,276","61,011",278,705,778,"1,142","74,244","7,230",5,166,51,4,0,156,1,"31,421","19,570","6,444",0,"10,646","36,660",0,1,0,0,0,12,30,"8,131","1,704",0,7,"4,375","5,123",499,0,0,3,3,194,144,"17,330","49,688","1,919","51,015","33,032",158,207,"7,913",168,805,"4,630","25,363","1,054",400,44,488,94,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,147,"33,239",0,"25,363","1,150"
44,La Guajira,44035, Albania,Cesar Y Guajira ,Juana Ramírez Gutierrez,Pablo Parra Córdoba,"27,589","4,466","3,795",8,68,11,34,"4,450",259,2,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,5,688,158,0,1,2,857,0,0,0,0,0,33,10,286,"1,087",37,"2,770","1,527",1,1,216,0,212,0,0,46,21,5,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"1,529",0,0,0
44,La Guajira,44078, Barrancas,Cesar Y Guajira ,Juana Ramírez Gutierrez,Jorge Alberto Cerchiaro Figueroa,"36,134","6,641","5,124",163,452,7,53,"6,317",693,1,9,4,3,0,172,0,0,0,0,0,0,0,0,0,0,0,0,5,11,817,330,0,1,237,952,0,0,0,0,0,33,10,547,"2,210",95,"3,266","1,933",7,8,625,1,5,0,0,45,18,0,24,3,2,0,1,0,0,0,0,0,0,0,3,0,0,3,0,1,4,10,"1,941",0,0,0
44,La Guajira,44090, Dibulla,Cesar Y Guajira ,Juana Ramírez Gutierrez,Bienvenido José Mejía Brito,"35,404","14,264","12,020",8,"1,125",19,33,"14,379",399,2,1,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,22,8,"1,050",304,0,4,214,"1,167",2,0,0,1,1,365,15,"1,302","5,039",213,"9,662","6,793",15,19,"1,100",16,60,0,0,219,80,16,111,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,15,"6,812",0,0,0
44,La Guajira,44098, Distracción,Cesar Y Guajira ,Juana Ramírez Gutierrez,Pedro Javier Guerra Chinchia,"16,484","1,610","1,242",1,367,0,24,"1,465",288,0,15,0,1,0,172,0,0,0,0,0,0,0,0,0,0,0,0,2,1,444,171,0,2,11,615,0,0,0,0,0,0,0,171,630,26,682,310,1,1,121,0,0,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0
44,La Guajira,44110, El Molino,Cesar Y Guajira ,Juana Ramírez Gutierrez,María Isabel Zabaleta Quintero,"8,940","7,113","5,992",45,12,10,23,"7,053",170,1,3,1,0,0,22,1,"18,200","8,308","7,104",45,"10,149","25,606",0,0,0,0,1,5,1,918,214,0,2,1,"1,138",3,0,0,0,0,0,0,"1,121","3,726",246,"5,817","3,421",4,5,"1,012",12,112,0,0,58,26,5,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,426",53,0,943
44,La Guajira,44279, Fonseca,Cesar Y Guajira ,Juana Ramírez Gutierrez,Misael Arturo Velásquez Granadillo,"34,286","11,146","8,482",11,268,8,27,"11,044",491,1,10,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,13,"1,596",286,0,2,194,"1,719",0,0,0,0,0,114,90,"1,225","4,564",227,"7,259","4,476",7,9,"1,135",5,101,0,0,43,25,2,14,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,90,"4,486",60,0,0
44,La Guajira,44378, Hatonuevo,Cesar Y Guajira ,Juana Ramírez Gutierrez,Rafael Ángel Ojeda Brito,"26,782","2,325","1,897",0,15,0,12,"2,185",205,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,327,447,0,0,41,755,0,0,0,0,0,0,0,265,"1,001",29,"1,472",707,0,0,222,0,2,0,0,25,8,3,1,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,707,0,0,0
44,La Guajira,44420, La Jagua Del Pilar,Cesar Y Guajira ,Juana Ramírez Gutierrez,José Amiro Moron Núñez,"3,289",783,479,12,22,0,6,689,142,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,39,0,2,0,189,2,0,0,0,0,0,0,102,408,24,340,187,1,1,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0
44,La Guajira,44430, Maicao,Cesar Y Guajira ,Juana Ramírez Gutierrez,José Carlos Molina Becerra,"162,118","13,697","9,958",242,44,18,73,"12,141","1,620",1,14,3,1,0,237,0,0,0,0,0,0,0,0,0,0,0,0,10,18,"1,838",827,0,2,113,"2,566",0,0,0,1,0,583,19,"1,046","3,989",173,"8,024","5,306",119,141,"1,191",30,57,782,"5,817",147,66,2,70,8,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,5,20,"5,447",0,"5,817",0
44,La Guajira,44560, Manaure,Cesar Y Guajira ,Juana Ramírez Gutierrez,Aldemar Ibarra Mejía,"112,103",989,804,0,64,1,9,964,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42,15,0,2,0,58,1,0,0,0,0,0,0,54,229,6,571,363,4,5,93,0,0,381,"1,545",8,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,"1,545",0
44,La Guajira,44650, San Juan Del Cesar,Cesar Y Guajira ,Juana Ramírez Gutierrez,Luis Manuel Daza Mendoza,"38,351","16,681","13,506",9,28,4,8,"16,732",593,3,25,1,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"1,350",299,0,9,155,"1,557",5,0,0,0,0,96,8,"1,779","6,249",345,"13,041","8,420",15,19,"2,073",16,358,"1,550","9,754",108,39,4,47,11,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,8,"8,439",0,"9,754",0
44,La Guajira,44847, Uribia,Cesar Y Guajira ,Juana Ramírez Gutierrez,Luis Enrique Solano Redondo,"186,532","1,732","1,191",0,1,0,12,"1,749",18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,103,43,0,1,19,130,0,0,0,0,0,387,989,103,294,6,546,336,1,1,88,0,1,0,0,5,1,1,2,1,2,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,3,989,338,0,0,0
44,La Guajira,44855, Urumita,Cesar Y Guajira ,Juana Ramírez Gutierrez,Giovanny Javier Ramos Barros,"18,792","3,771","2,799",4,34,0,29,"3,598",246,3,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,3,376,111,0,5,118,387,5,0,0,0,0,0,0,307,"1,197",64,"2,212","1,409",9,11,227,8,1,213,"1,040",9,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,420",0,"1,040",0
44,La Guajira,44874, Villanueva,Cesar Y Guajira ,Juana Ramírez Gutierrez,Luis Alberto Baquero Daza,"28,254","9,314","7,022",24,74,4,22,"8,941",716,1,18,4,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,5,2,"1,121",393,0,1,216,"1,349",2,0,0,0,0,0,0,"1,262","4,602",255,"4,702","2,399",10,13,"1,381",2,61,2,44,36,13,6,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,412",0,44,0
27,Chocó,27001, Quibdó,Choco,Betty Eugenia Moreno Moreno,Isaias Chala Ibarguen,"116,058","89,394","65,462",958,"3,627",384,"1,311","91,595","6,608",23,285,53,76,0,"1,231",1,"58,828","50,726","7,901",329,"12,421","71,377",1,0,0,0,1,43,31,"7,890","1,710",0,39,"5,570","3,319",874,0,0,236,126,656,239,"21,637","59,441","1,563","80,572","55,184",326,415,"16,097",424,"1,678","6,029","43,294","1,726",159,147,"1,146",235,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,366,"55,599",92,"43,294","1,986"
27,Chocó,27025, Alto Baudó,Choco,Betty Eugenia Moreno Moreno,Carmen Edithza Londoño Mosquera,"38,670","13,804","10,874",6,87,0,6,"17,152",40,2,14,3,1,0,579,1,"1,429","1,257",229,0,170,"1,656",0,0,0,0,0,15,17,934,45,0,15,0,994,2,0,0,0,0,"2,768","2,471",234,777,22,"5,484","4,580",11,14,88,1,158,0,0,5,0,0,5,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,"2,471","4,594",620,0,0
27,Chocó,27050, Atrato,Choco,Betty Eugenia Moreno Moreno,Crescencio Enrique Bejarano Palacios,"10,471","1,656","1,364",16,146,2,6,"1,631",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,503,79,0,0,1,583,0,0,0,0,0,65,25,235,675,25,"1,567",906,2,3,284,1,47,0,0,16,0,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,908,337,0,0
27,Chocó,27073, Bagadó,Choco,Betty Eugenia Moreno Moreno,Marínela Palomeque Serna,"7,984","5,835","4,783",693,"1,278",23,0,"4,955",36,1,88,55,2,0,332,0,0,0,0,0,0,0,0,0,0,0,0,12,8,"1,657",661,0,3,0,"2,327",1,0,0,0,0,"1,512","2,206",225,727,16,"4,666","3,134",8,10,205,3,4,0,0,30,8,1,18,3,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,2,"2,206","3,144",82,0,0
27,Chocó,27075, Bahía Solano,Choco,Betty Eugenia Moreno Moreno,Harley Liliana Ortiz Salazar,"9,375","5,970","4,462",24,47,4,6,"6,168",39,0,4,2,2,0,20,1,"1,410",787,519,0,267,"1,573",0,0,0,0,0,6,8,480,81,0,0,0,584,2,0,0,10,4,90,58,299,"1,057",46,"4,935","3,088",7,9,159,5,26,88,742,73,16,6,39,11,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,61,"3,097",0,742,0
27,Chocó,27077, Bajo Baudó,Choco,Betty Eugenia Moreno Moreno,Jhon Jared Murillo Ramírez,"17,617","10,989","7,382",106,46,3,10,"13,244",35,2,7,1,1,0,19,1,"1,015",955,221,0,163,"1,339",0,0,0,0,0,22,14,857,140,0,0,0,"1,032",0,0,0,17,8,"2,187",977,114,429,14,"4,496","3,321",14,19,66,0,63,63,434,12,3,0,5,2,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,2,984,"3,339",165,434,0
27,Chocó,27099, Bojaya,Choco,Betty Eugenia Moreno Moreno,Jeremías Moreno,"10,116","15,002","10,890",570,828,1,9,"15,792",221,3,2,2,2,0,963,1,"8,192","6,976","1,007",0,"1,818","9,801",0,0,0,0,0,7,5,"1,565",394,0,4,95,"1,872",0,0,0,0,0,193,38,428,"1,131",38,"6,626","3,960",5,7,"1,344",1,304,7,38,115,24,10,65,15,0,0,0,0,2,0,1,0,0,0,3,0,0,3,0,0,3,38,"3,966",55,38,0
27,Chocó,27135, El Cantón Del San P,Choco,Betty Eugenia Moreno Moreno,Elkin Antonio Palacios Palacios,"8,375",941,527,1,5,1,0,925,43,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,202,86,0,2,0,291,0,0,0,0,0,0,0,41,152,4,604,408,4,5,38,2,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,165,0,0
27,Chocó,27160, Cértegui,Choco,Betty Eugenia Moreno Moreno,Lina Patricia Moreno Palacios ,"10,153",713,358,0,3,0,0,714,18,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,184,63,0,7,0,257,0,0,0,0,0,0,0,63,184,2,487,302,0,0,52,0,84,0,0,12,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0
27,Chocó,27205, Condoto,Choco,Betty Eugenia Moreno Moreno,Luz Marina Agualimpia Benítez,"14,991","4,197","3,089",0,39,2,8,"4,351",82,0,6,1,1,0,100,1,878,857,15,2,705,"1,579",0,0,0,0,0,2,1,418,136,0,1,52,507,0,0,0,0,0,0,0,266,"1,001",44,"3,330","2,126",8,10,351,3,165,559,"3,240",86,13,12,57,7,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,"2,136",0,"3,240",0
27,Chocó,27245, El Carmen De Atrato,Choco,Betty Eugenia Moreno Moreno,Jorge Iván Bedoya Montoya,"14,524","6,481","5,426",6,121,2,32,"6,578",274,7,18,0,4,0,333,0,0,0,0,0,0,0,0,0,0,0,0,22,12,432,165,0,3,50,556,0,0,0,0,0,895,"1,257",156,497,21,"2,715","1,516",13,18,317,6,28,252,"1,699",23,5,3,13,2,0,0,3,0,0,0,2,0,1,0,6,0,0,6,0,0,6,"1,257","1,535",202,"1,699",0
27,Chocó,27250, El Litoral Del San ,Choco,Betty Eugenia Moreno Moreno,Wilinton Ibarguen Posso,"15,994","9,026","8,565","1,489",38,1,0,"9,898",27,3,1,0,0,0,21,1,"2,203","1,886",607,0,35,"2,528",0,0,0,0,0,31,22,92,40,0,0,1,157,0,0,0,0,0,"3,760","2,159",284,790,37,"2,623","2,037",10,13,19,4,1,0,0,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,"2,159","2,050",296,0,0
27,Chocó,27361, Istmina,Choco,Betty Eugenia Moreno Moreno,Arbey Antonio Pino Mosquera,"25,686","14,748","11,414",211,620,33,42,"15,070",251,7,11,8,5,0,564,1,"11,798","11,540","1,765",54,"1,806","15,165",0,0,0,0,0,21,5,"1,311",511,0,2,33,"1,812",3,0,0,46,17,50,16,"1,198","4,533",146,"10,563","7,074",20,27,822,4,365,0,0,296,33,10,208,30,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,32,"7,101",0,0,0
27,Chocó,27372, Juradó,Choco,Betty Eugenia Moreno Moreno,Alberto Achito Lubiasa,"3,267","2,011","1,418",0,3,7,25,"1,687",52,0,1,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,1,2,223,27,0,3,1,253,0,0,0,0,0,13,18,92,162,6,627,362,4,5,21,0,0,0,0,4,1,0,3,1,3,0,1,0,0,0,0,0,0,0,4,0,0,4,0,0,4,18,367,0,0,0
27,Chocó,27413, Lloró,Choco,Betty Eugenia Moreno Moreno,Heneil Correa Rentería,"11,372","6,007","4,677",859,31,1,1,"5,581",33,1,1,0,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,10,10,385,120,0,1,1,517,0,0,0,0,0,"1,423",541,216,680,13,"2,326","1,591",6,8,323,1,2,0,0,84,5,6,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,"1,599",0,0,0
27,Chocó,27425, Medio Atrato,Choco,Betty Eugenia Moreno Moreno,Jesús Enrique Moya Mena,"31,465","2,785","1,845",1,26,21,4,"2,785",47,0,7,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,"1,051",121,0,2,0,"1,219",0,0,0,10,4,356,91,271,632,15,"2,000","1,159",10,15,198,0,2,0,0,26,1,3,22,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2,95,"1,174",42,0,0
27,Chocó,27430, Medio Baudó,Choco,Betty Eugenia Moreno Moreno,Gilder Palacios Mosquera,"13,951","5,386","4,097",64,451,6,25,"5,564",34,0,4,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,23,10,384,96,0,1,28,461,0,0,0,0,0,"1,046",412,139,469,21,"2,632","2,058",6,8,43,1,1,0,0,7,0,0,7,0,2,0,1,0,0,0,0,0,0,0,3,1,0,2,0,0,3,412,"2,066",390,0,0
27,Chocó,27450, Medio San Juan,Choco,Betty Eugenia Moreno Moreno,Liyis Roció Rivas Benítez,"17,071","6,180","5,596",291,333,5,0,"6,512",105,0,8,0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,5,4,876,329,0,0,0,"1,221",0,0,0,0,0,0,0,278,858,40,"3,448","2,187",10,14,89,2,119,0,0,17,3,0,13,1,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,"2,201",54,0,0
